wl	n
20.52	0.810799
20.53	0.811501
20.54	0.812204
20.55	0.812907
20.56	0.813611
20.57	0.814315
20.58	0.815019
20.59	0.815723
20.60	0.816428
20.61	0.817133
20.62	0.817838
20.63	0.818544
20.64	0.819250
20.65	0.819956
20.66	0.820663
20.67	0.821369
20.68	0.822077
20.69	0.822784
20.70	0.823492
20.71	0.824200
20.72	0.824908
20.73	0.825617
20.74	0.826326
20.75	0.827035
20.76	0.827744
20.77	0.828454
20.78	0.829164
20.79	0.829875
20.80	0.830585
20.81	0.831296
20.82	0.832008
20.83	0.832719
20.84	0.833431
20.85	0.834143
20.86	0.834856
20.87	0.835569
20.88	0.836282
20.89	0.836995
20.90	0.837709
20.91	0.838423
20.92	0.839137
20.93	0.839852
20.94	0.840566
20.95	0.841282
20.96	0.841997
20.97	0.842713
20.98	0.843429
20.99	0.844145
21.00	0.844862
21.01	0.845579
21.02	0.846296
21.03	0.847013
21.04	0.847731
21.05	0.848449
21.06	0.849168
21.07	0.849886
21.08	0.850605
21.09	0.851324
21.10	0.852044
21.11	0.852764
21.12	0.853484
21.13	0.854204
21.14	0.854925
21.15	0.855646
21.16	0.856367
21.17	0.857089
21.18	0.857811
21.19	0.858533
21.20	0.859256
21.21	0.859978
21.22	0.860701
21.23	0.861425
21.24	0.862148
21.25	0.862872
21.26	0.863597
21.27	0.864321
21.28	0.865046
21.29	0.865771
21.30	0.866496
21.31	0.867222
21.32	0.867948
21.33	0.868674
21.34	0.869401
21.35	0.870127
21.36	0.870855
21.37	0.871582
21.38	0.872310
21.39	0.873038
21.40	0.873766
21.41	0.874494
21.42	0.875223
21.43	0.875952
21.44	0.876682
21.45	0.877411
21.46	0.878141
21.47	0.878872
21.48	0.879602
21.49	0.880333
21.50	0.881064
21.51	0.881796
21.52	0.882527
21.53	0.883259
21.54	0.883992
21.55	0.884724
21.56	0.885457
21.57	0.886190
21.58	0.886923
21.59	0.887657
21.60	0.888391
21.61	0.889125
21.62	0.889860
21.63	0.890595
21.64	0.891330
21.65	0.892065
21.66	0.892801
21.67	0.893537
21.68	0.894273
21.69	0.895010
21.70	0.895746
21.71	0.896483
21.72	0.897221
21.73	0.897959
21.74	0.898696
21.75	0.899435
21.76	0.900173
21.77	0.900912
21.78	0.901651
21.79	0.902390
21.80	0.903130
21.81	0.903870
21.82	0.904610
21.83	0.905350
21.84	0.906091
21.85	0.906832
21.86	0.907574
21.87	0.908315
21.88	0.909057
21.89	0.909799
21.90	0.910542
21.91	0.911284
21.92	0.912027
21.93	0.912770
21.94	0.913514
21.95	0.914258
21.96	0.915002
21.97	0.915746
21.98	0.916491
21.99	0.917236
22.00	0.917981
22.01	0.918726
22.02	0.919472
22.03	0.920218
22.04	0.920965
22.05	0.921711
22.06	0.922458
22.07	0.923205
22.08	0.923952
22.09	0.924700
22.10	0.925448
22.11	0.926196
22.12	0.926945
22.13	0.927694
22.14	0.928443
22.15	0.929192
22.16	0.929942
22.17	0.930691
22.18	0.931442
22.19	0.932192
22.20	0.932943
22.21	0.933694
22.22	0.934445
22.23	0.935196
22.24	0.935948
22.25	0.936700
22.26	0.937453
22.27	0.938205
22.28	0.938958
22.29	0.939711
22.30	0.940465
22.31	0.941218
22.32	0.941972
22.33	0.942726
22.34	0.943481
22.35	0.944236
22.36	0.944991
22.37	0.945746
22.38	0.946502
22.39	0.947258
22.40	0.948014
22.41	0.948770
22.42	0.949527
22.43	0.950284
22.44	0.951041
22.45	0.951798
22.46	0.952556
22.47	0.953314
22.48	0.954072
22.49	0.954831
22.50	0.955589
22.51	0.956349
22.52	0.957108
22.53	0.957867
22.54	0.958627
22.55	0.959387
22.56	0.960148
22.57	0.960908
22.58	0.961669
22.59	0.962431
22.60	0.963192
22.61	0.963954
22.62	0.964716
22.63	0.965478
22.64	0.966240
22.65	0.967003
22.66	0.967766
22.67	0.968530
22.68	0.969293
22.69	0.970057
22.70	0.970821
22.71	0.971585
22.72	0.972350
22.73	0.973115
22.74	0.973880
22.75	0.974645
22.76	0.975411
22.77	0.976177
22.78	0.976943
22.79	0.977710
22.80	0.978476
22.81	0.979243
22.82	0.980010
22.83	0.980778
22.84	0.981546
22.85	0.982314
22.86	0.983082
22.87	0.983850
22.88	0.984619
22.89	0.985388
22.90	0.986157
22.91	0.986927
22.92	0.987697
22.93	0.988467
22.94	0.989237
22.95	0.990008
22.96	0.990779
22.97	0.991550
22.98	0.992321
22.99	0.993093
23.00	0.993864
23.01	0.994637
23.02	0.995409
23.03	0.996182
23.04	0.996954
23.05	0.997728
23.06	0.998501
23.07	0.999275
23.08	1.000048
23.09	1.000823
23.10	1.001597
23.11	1.002372
23.12	1.003147
23.13	1.003922
23.14	1.004697
23.15	1.005473
23.16	1.006249
23.17	1.007025
23.18	1.007801
23.19	1.008578
23.20	1.009355
23.21	1.010132
23.22	1.010909
23.23	1.011687
23.24	1.012465
23.25	1.013243
23.26	1.014022
23.27	1.014800
23.28	1.015579
23.29	1.016358
23.30	1.017138
23.31	1.017917
23.32	1.018697
23.33	1.019477
23.34	1.020258
23.35	1.021038
23.36	1.021819
23.37	1.022600
23.38	1.023382
23.39	1.024163
23.40	1.024945
23.41	1.025727
23.42	1.026510
23.43	1.027292
23.44	1.028075
23.45	1.028858
23.46	1.029642
23.47	1.030425
23.48	1.031209
23.49	1.031993
23.50	1.032777
23.51	1.033562
23.52	1.034347
23.53	1.035132
23.54	1.035917
23.55	1.036703
23.56	1.037488
23.57	1.038274
23.58	1.039061
23.59	1.039847
23.60	1.040634
23.61	1.041421
23.62	1.042208
23.63	1.042995
23.64	1.043783
23.65	1.044571
23.66	1.045359
23.67	1.046148
23.68	1.046936
23.69	1.047725
23.70	1.048514
23.71	1.049304
23.72	1.050093
23.73	1.050883
23.74	1.051673
23.75	1.052463
23.76	1.053254
23.77	1.054045
23.78	1.054835
23.79	1.055627
23.80	1.056418
23.81	1.057210
23.82	1.058002
23.83	1.058794
23.84	1.059586
23.85	1.060379
23.86	1.061172
23.87	1.061965
23.88	1.062758
23.89	1.063552
23.90	1.064346
23.91	1.065140
23.92	1.065934
23.93	1.066728
23.94	1.067523
23.95	1.068318
23.96	1.069113
23.97	1.069908
23.98	1.070704
23.99	1.071500
24.00	1.072296
24.01	1.073092
24.02	1.073889
24.03	1.074685
24.04	1.075482
24.05	1.076280
24.06	1.077077
24.07	1.077875
24.08	1.078673
24.09	1.079471
24.10	1.080269
24.11	1.081068
24.12	1.081866
24.13	1.082665
24.14	1.083465
24.15	1.084264
24.16	1.085064
24.17	1.085864
24.18	1.086664
24.19	1.087464
24.20	1.088264
24.21	1.089065
24.22	1.089866
24.23	1.090667
24.24	1.091469
24.25	1.092271
24.26	1.093072
24.27	1.093874
24.28	1.094677
24.29	1.095479
24.30	1.096282
24.31	1.097085
24.32	1.097888
24.33	1.098692
24.34	1.099495
24.35	1.100299
24.36	1.101103
24.37	1.101907
24.38	1.102712
24.39	1.103516
24.40	1.104321
24.41	1.105126
24.42	1.105932
24.43	1.106737
24.44	1.107543
24.45	1.108349
24.46	1.109155
24.47	1.109961
24.48	1.110768
24.49	1.111575
24.50	1.112382
24.51	1.113189
24.52	1.113996
24.53	1.114804
24.54	1.115612
24.55	1.116420
24.56	1.117228
24.57	1.118037
24.58	1.118845
24.59	1.119654
24.60	1.120463
24.61	1.121273
24.62	1.122082
24.63	1.122892
24.64	1.123702
24.65	1.124512
24.66	1.125322
24.67	1.126133
24.68	1.126943
24.69	1.127754
24.70	1.128565
24.71	1.129377
24.72	1.130188
24.73	1.131000
24.74	1.131812
24.75	1.132624
24.76	1.133436
24.77	1.134249
24.78	1.135061
24.79	1.135874
24.80	1.136687
24.81	1.137501
24.82	1.138314
24.83	1.139128
24.84	1.139942
24.85	1.140756
24.86	1.141570
24.87	1.142385
24.88	1.143199
24.89	1.144014
24.90	1.144829
24.91	1.145644
24.92	1.146460
24.93	1.147276
24.94	1.148091
24.95	1.148907
24.96	1.149724
24.97	1.150540
24.98	1.151357
24.99	1.152173
25.00	1.152990
25.01	1.153807
25.02	1.154625
25.03	1.155442
25.04	1.156260
25.05	1.157078
25.06	1.157896
25.07	1.158714
25.08	1.159533
25.09	1.160351
25.10	1.161170
25.11	1.161989
25.12	1.162808
25.13	1.163628
25.14	1.164447
25.15	1.165267
25.16	1.166087
25.17	1.166907
25.18	1.167727
25.19	1.168548
25.20	1.169368
25.21	1.170189
25.22	1.171010
25.23	1.171831
25.24	1.172653
25.25	1.173474
25.26	1.174296
25.27	1.175118
25.28	1.175940
25.29	1.176762
25.30	1.177584
25.31	1.178407
25.32	1.179230
25.33	1.180053
25.34	1.180876
25.35	1.181699
25.36	1.182522
25.37	1.183346
25.38	1.184170
25.39	1.184994
25.40	1.185818
25.41	1.186642
25.42	1.187466
25.43	1.188291
25.44	1.189116
25.45	1.189941
25.46	1.190766
25.47	1.191591
25.48	1.192416
25.49	1.193242
25.50	1.194068
25.51	1.194893
25.52	1.195720
25.53	1.196546
25.54	1.197372
25.55	1.198199
25.56	1.199025
25.57	1.199852
25.58	1.200679
25.59	1.201506
25.60	1.202334
25.61	1.203161
25.62	1.203989
25.63	1.204817
25.64	1.205645
25.65	1.206473
25.66	1.207301
25.67	1.208129
25.68	1.208958
25.69	1.209787
25.70	1.210616
25.71	1.211445
25.72	1.212274
25.73	1.213103
25.74	1.213932
25.75	1.214762
25.76	1.215592
25.77	1.216422
25.78	1.217252
25.79	1.218082
25.80	1.218912
25.81	1.219743
25.82	1.220573
25.83	1.221404
25.84	1.222235
25.85	1.223066
25.86	1.223897
25.87	1.224728
25.88	1.225560
25.89	1.226392
25.90	1.227223
25.91	1.228055
25.92	1.228887
25.93	1.229719
25.94	1.230552
25.95	1.231384
25.96	1.232216
25.97	1.233049
25.98	1.233882
25.99	1.234715
26.00	1.235548
26.01	1.236381
26.02	1.237214
26.03	1.238048
26.04	1.238881
26.05	1.239715
26.06	1.240549
26.07	1.241383
26.08	1.242217
26.09	1.243051
26.10	1.243885
26.11	1.244720
26.12	1.245554
26.13	1.246389
26.14	1.247224
26.15	1.248059
26.16	1.248894
26.17	1.249729
26.18	1.250564
26.19	1.251400
26.20	1.252235
26.21	1.253071
26.22	1.253907
26.23	1.254742
26.24	1.255578
26.25	1.256414
26.26	1.257251
26.27	1.258087
26.28	1.258923
26.29	1.259760
26.30	1.260596
26.31	1.261433
26.32	1.262270
26.33	1.263107
26.34	1.263944
26.35	1.264781
26.36	1.265618
26.37	1.266456
26.38	1.267293
26.39	1.268131
26.40	1.268968
26.41	1.269806
26.42	1.270644
26.43	1.271482
26.44	1.272320
26.45	1.273158
26.46	1.273996
26.47	1.274834
26.48	1.275673
26.49	1.276511
26.50	1.277350
26.51	1.278188
26.52	1.279027
26.53	1.279866
26.54	1.280705
26.55	1.281544
26.56	1.282383
26.57	1.283222
26.58	1.284061
26.59	1.284901
26.60	1.285740
26.61	1.286580
26.62	1.287419
26.63	1.288259
26.64	1.289098
26.65	1.289938
26.66	1.290778
26.67	1.291618
26.68	1.292458
26.69	1.293298
26.70	1.294138
26.71	1.294978
26.72	1.295819
26.73	1.296659
26.74	1.297500
26.75	1.298340
26.76	1.299181
26.77	1.300021
26.78	1.300862
26.79	1.301703
26.80	1.302543
26.81	1.303384
26.82	1.304225
26.83	1.305066
26.84	1.305907
26.85	1.306748
26.86	1.307589
26.87	1.308430
26.88	1.309272
26.89	1.310113
26.90	1.310954
26.91	1.311796
26.92	1.312637
26.93	1.313479
26.94	1.314320
26.95	1.315162
26.96	1.316003
26.97	1.316845
26.98	1.317686
26.99	1.318528
27.00	1.319370
27.01	1.320212
27.02	1.321054
27.03	1.321895
27.04	1.322737
27.05	1.323579
27.06	1.324421
27.07	1.325263
27.08	1.326105
27.09	1.326947
27.10	1.327789
27.11	1.328631
27.12	1.329473
27.13	1.330315
27.14	1.331158
27.15	1.332000
27.16	1.332842
27.17	1.333684
27.18	1.334526
27.19	1.335369
27.20	1.336211
27.21	1.337053
27.22	1.337895
27.23	1.338737
27.24	1.339580
27.25	1.340422
27.26	1.341264
27.27	1.342107
27.28	1.342949
27.29	1.343791
27.30	1.344633
27.31	1.345476
27.32	1.346318
27.33	1.347160
27.34	1.348002
27.35	1.348845
27.36	1.349687
27.37	1.350529
27.38	1.351371
27.39	1.352213
27.40	1.353056
27.41	1.353898
27.42	1.354740
27.43	1.355582
27.44	1.356424
27.45	1.357266
27.46	1.358108
27.47	1.358950
27.48	1.359792
27.49	1.360634
27.50	1.361476
27.51	1.362318
27.52	1.363160
27.53	1.364002
27.54	1.364843
27.55	1.365685
27.56	1.366527
27.57	1.367369
27.58	1.368210
27.59	1.369052
27.60	1.369893
27.61	1.370735
27.62	1.371576
27.63	1.372417
27.64	1.373259
27.65	1.374100
27.66	1.374941
27.67	1.375782
27.68	1.376623
27.69	1.377464
27.70	1.378305
27.71	1.379146
27.72	1.379987
27.73	1.380828
27.74	1.381669
27.75	1.382509
27.76	1.383350
27.77	1.384190
27.78	1.385030
27.79	1.385871
27.80	1.386711
27.81	1.387551
27.82	1.388391
27.83	1.389231
27.84	1.390071
27.85	1.390911
27.86	1.391750
27.87	1.392590
27.88	1.393429
27.89	1.394269
27.90	1.395108
27.91	1.395947
27.92	1.396786
27.93	1.397625
27.94	1.398464
27.95	1.399302
27.96	1.400141
27.97	1.400980
27.98	1.401818
27.99	1.402656
28.00	1.403494
28.01	1.404332
28.02	1.405170
28.03	1.406008
28.04	1.406845
28.05	1.407683
28.06	1.408520
28.07	1.409357
28.08	1.410194
28.09	1.411031
28.10	1.411868
28.11	1.412705
28.12	1.413541
28.13	1.414378
28.14	1.415214
28.15	1.416050
28.16	1.416886
28.17	1.417721
28.18	1.418557
28.19	1.419392
28.20	1.420227
28.21	1.421062
28.22	1.421897
28.23	1.422732
28.24	1.423566
28.25	1.424401
28.26	1.425235
28.27	1.426069
28.28	1.426902
28.29	1.427736
28.30	1.428569
28.31	1.429402
28.32	1.430235
28.33	1.431068
28.34	1.431901
28.35	1.432733
28.36	1.433565
28.37	1.434397
28.38	1.435229
28.39	1.436060
28.40	1.436892
28.41	1.437723
28.42	1.438554
28.43	1.439384
28.44	1.440215
28.45	1.441045
28.46	1.441875
28.47	1.442704
28.48	1.443534
28.49	1.444363
28.50	1.445192
28.51	1.446020
28.52	1.446849
28.53	1.447677
28.54	1.448505
28.55	1.449333
28.56	1.450160
28.57	1.450987
28.58	1.451814
28.59	1.452640
28.60	1.453467
28.61	1.454293
28.62	1.455118
28.63	1.455944
28.64	1.456769
28.65	1.457594
28.66	1.458418
28.67	1.459243
28.68	1.460067
28.69	1.460890
28.70	1.461714
28.71	1.462537
28.72	1.463359
28.73	1.464182
28.74	1.465004
28.75	1.465825
28.76	1.466647
28.77	1.467468
28.78	1.468289
28.79	1.469109
28.80	1.469929
28.81	1.470749
28.82	1.471568
28.83	1.472387
28.84	1.473206
28.85	1.474024
28.86	1.474842
28.87	1.475659
28.88	1.476476
28.89	1.477293
28.90	1.478110
28.91	1.478926
28.92	1.479741
28.93	1.480556
28.94	1.481371
28.95	1.482186
28.96	1.483000
28.97	1.483813
28.98	1.484626
28.99	1.485439
29.00	1.486252
29.01	1.487064
29.02	1.487875
29.03	1.488686
29.04	1.489497
29.05	1.490307
29.06	1.491117
29.07	1.491926
29.08	1.492735
29.09	1.493543
29.10	1.494351
29.11	1.495159
29.12	1.495966
29.13	1.496772
29.14	1.497578
29.15	1.498384
29.16	1.499189
29.17	1.499993
29.18	1.500797
29.19	1.501601
29.20	1.502404
29.21	1.503206
29.22	1.504008
29.23	1.504810
29.24	1.505611
29.25	1.506411
29.26	1.507211
29.27	1.508011
29.28	1.508810
29.29	1.509608
29.30	1.510406
29.31	1.511203
29.32	1.511999
29.33	1.512795
29.34	1.513591
29.35	1.514386
29.36	1.515180
29.37	1.515974
29.38	1.516767
29.39	1.517559
29.40	1.518351
29.41	1.519142
29.42	1.519933
29.43	1.520723
29.44	1.521513
29.45	1.522301
29.46	1.523089
29.47	1.523877
29.48	1.524664
29.49	1.525450
29.50	1.526236
29.51	1.527020
29.52	1.527805
29.53	1.528588
29.54	1.529371
29.55	1.530153
29.56	1.530935
29.57	1.531715
29.58	1.532496
29.59	1.533275
29.60	1.534054
29.61	1.534831
29.62	1.535609
29.63	1.536385
29.64	1.537161
29.65	1.537936
29.66	1.538710
29.67	1.539483
29.68	1.540256
29.69	1.541028
29.70	1.541799
29.71	1.542569
29.72	1.543339
29.73	1.544108
29.74	1.544876
29.75	1.545643
29.76	1.546409
29.77	1.547175
29.78	1.547939
29.79	1.548703
29.80	1.549466
29.81	1.550229
29.82	1.550990
29.83	1.551750
29.84	1.552510
29.85	1.553269
29.86	1.554026
29.87	1.554783
29.88	1.555539
29.89	1.556295
29.90	1.557049
29.91	1.557802
29.92	1.558554
29.93	1.559306
29.94	1.560056
29.95	1.560806
29.96	1.561555
29.97	1.562302
29.98	1.563049
29.99	1.563795
30.00	1.564540

wl	k
5.00	0.040498
5.01	0.040804
5.02	0.041112
5.03	0.041423
5.04	0.041736
5.05	0.042051
5.06	0.042368
5.07	0.042688
5.08	0.043010
5.09	0.043334
5.10	0.043660
5.11	0.043989
5.12	0.044320
5.13	0.044653
5.14	0.044989
5.15	0.045327
5.16	0.045668
5.17	0.046011
5.18	0.046357
5.19	0.046705
5.20	0.047055
5.21	0.047408
5.22	0.047764
5.23	0.048122
5.24	0.048483
5.25	0.048846
5.26	0.049213
5.27	0.049581
5.28	0.049953
5.29	0.050327
5.30	0.050704
5.31	0.051084
5.32	0.051467
5.33	0.051852
5.34	0.052240
5.35	0.052631
5.36	0.053026
5.37	0.053423
5.38	0.053823
5.39	0.054226
5.40	0.054632
5.41	0.055041
5.42	0.055453
5.43	0.055869
5.44	0.056287
5.45	0.056709
5.46	0.057134
5.47	0.057562
5.48	0.057993
5.49	0.058428
5.50	0.058867
5.51	0.059308
5.52	0.059753
5.53	0.060202
5.54	0.060654
5.55	0.061109
5.56	0.061568
5.57	0.062031
5.58	0.062498
5.59	0.062968
5.60	0.063441
5.61	0.063919
5.62	0.064401
5.63	0.064886
5.64	0.065375
5.65	0.065868
5.66	0.066366
5.67	0.066867
5.68	0.067372
5.69	0.067882
5.70	0.068395
5.71	0.068913
5.72	0.069435
5.73	0.069962
5.74	0.070493
5.75	0.071028
5.76	0.071568
5.77	0.072112
5.78	0.072661
5.79	0.073215
5.80	0.073773
5.81	0.074337
5.82	0.074905
5.83	0.075477
5.84	0.076055
5.85	0.076638
5.86	0.077226
5.87	0.077819
5.88	0.078418
5.89	0.079021
5.90	0.079630
5.91	0.080245
5.92	0.080864
5.93	0.081490
5.94	0.082121
5.95	0.082758
5.96	0.083401
5.97	0.084049
5.98	0.084704
5.99	0.085364
6.00	0.086031
6.01	0.086704
6.02	0.087383
6.03	0.088068
6.04	0.088760
6.05	0.089459
6.06	0.090164
6.07	0.090876
6.08	0.091595
6.09	0.092321
6.10	0.093054
6.11	0.093795
6.12	0.094542
6.13	0.095297
6.14	0.096059
6.15	0.096829
6.16	0.097607
6.17	0.098393
6.18	0.099187
6.19	0.099989
6.20	0.100799
6.21	0.101617
6.22	0.102444
6.23	0.103280
6.24	0.104124
6.25	0.104978
6.26	0.105841
6.27	0.106713
6.28	0.107594
6.29	0.108485
6.30	0.109386
6.31	0.110296
6.32	0.111217
6.33	0.112148
6.34	0.113089
6.35	0.114042
6.36	0.115005
6.37	0.115979
6.38	0.116964
6.39	0.117961
6.40	0.118969
6.41	0.119990
6.42	0.121022
6.43	0.122067
6.44	0.123125
6.45	0.124195
6.46	0.125279
6.47	0.126376
6.48	0.127487
6.49	0.128611
6.50	0.129750
6.51	0.130903
6.52	0.132071
6.53	0.133255
6.54	0.134453
6.55	0.135668
6.56	0.136899
6.57	0.138146
6.58	0.139410
6.59	0.140691
6.60	0.141990
6.61	0.143307
6.62	0.144642
6.63	0.145996
6.64	0.147370
6.65	0.148763
6.66	0.150177
6.67	0.151611
6.68	0.153067
6.69	0.154544
6.70	0.156043
6.71	0.157566
6.72	0.159112
6.73	0.160682
6.74	0.162276
6.75	0.163896
6.76	0.165542
6.77	0.167215
6.78	0.168915
6.79	0.170643
6.80	0.172400
6.81	0.174187
6.82	0.176005
6.83	0.177854
6.84	0.179735
6.85	0.181650
6.86	0.183599
6.87	0.185584
6.88	0.187604
6.89	0.189663
6.90	0.191760
6.91	0.193897
6.92	0.196075
6.93	0.198295
6.94	0.200559
6.95	0.202869
6.96	0.205225
6.97	0.207630
6.98	0.210085
6.99	0.212591
7.00	0.215151
7.01	0.217766
7.02	0.220438
7.03	0.223170
7.04	0.225963
7.05	0.228819
7.06	0.231742
7.07	0.234734
7.08	0.237796
7.09	0.240932
7.10	0.244145
7.11	0.247438
7.12	0.250813
7.13	0.254275
7.14	0.257825
7.15	0.261469
7.16	0.265210
7.17	0.269052
7.18	0.272998
7.19	0.277054
7.20	0.281224
7.21	0.285512
7.22	0.289924
7.23	0.294465
7.24	0.299140
7.25	0.303955
7.26	0.308916
7.27	0.314029
7.28	0.319301
7.29	0.324737
7.30	0.330345
7.31	0.336132
7.32	0.342105
7.33	0.348271
7.34	0.354637
7.35	0.361211
7.36	0.368001
7.37	0.375014
7.38	0.382257
7.39	0.389737
7.40	0.397461
7.41	0.405435
7.42	0.413666
7.43	0.422157
7.44	0.430914
7.45	0.439940
7.46	0.449238
7.47	0.458807
7.48	0.468649
7.49	0.478761
7.50	0.489140
7.51	0.499781
7.52	0.510678
7.53	0.521823
7.54	0.533206
7.55	0.544816
7.56	0.556641
7.57	0.568667
7.58	0.580880
7.59	0.593264
7.60	0.605802
7.61	0.618480
7.62	0.631280
7.63	0.644185
7.64	0.657181
7.65	0.670251
7.66	0.683379
7.67	0.696553
7.68	0.709758
7.69	0.722981
7.70	0.736211
7.71	0.749437
7.72	0.762649
7.73	0.775837
7.74	0.788994
7.75	0.802113
7.76	0.815186
7.77	0.828208
7.78	0.841175
7.79	0.854081
7.80	0.866923
7.81	0.879697
7.82	0.892401
7.83	0.905033
7.84	0.917591
7.85	0.930072
7.86	0.942477
7.87	0.954804
7.88	0.967052
7.89	0.979221
7.90	0.991311
7.91	1.003322
7.92	1.015254
7.93	1.027107
7.94	1.038881
7.95	1.050578
7.96	1.062198
7.97	1.073741
7.98	1.085209
7.99	1.096601
8.00	1.107919
8.01	1.119164
8.02	1.130337
8.03	1.141438
8.04	1.152468
8.05	1.163429
8.06	1.174322
8.07	1.185147
8.08	1.195906
8.09	1.206599
8.10	1.217227
8.11	1.227792
8.12	1.238294
8.13	1.248735
8.14	1.259115
8.15	1.269435
8.16	1.279696
8.17	1.289900
8.18	1.300047
8.19	1.310138
8.20	1.320173
8.21	1.330155
8.22	1.340083
8.23	1.349958
8.24	1.359782
8.25	1.369555
8.26	1.379277
8.27	1.388951
8.28	1.398576
8.29	1.408153
8.30	1.417683
8.31	1.427167
8.32	1.436605
8.33	1.445998
8.34	1.455348
8.35	1.464653
8.36	1.473916
8.37	1.483137
8.38	1.492316
8.39	1.501454
8.40	1.510552
8.41	1.519610
8.42	1.528628
8.43	1.537609
8.44	1.546551
8.45	1.555455
8.46	1.564323
8.47	1.573154
8.48	1.581950
8.49	1.590710
8.50	1.599435
8.51	1.608126
8.52	1.616783
8.53	1.625406
8.54	1.633996
8.55	1.642554
8.56	1.651080
8.57	1.659574
8.58	1.668036
8.59	1.676468
8.60	1.684870
8.61	1.693241
8.62	1.701583
8.63	1.709895
8.64	1.718179
8.65	1.726434
8.66	1.734661
8.67	1.742860
8.68	1.751032
8.69	1.759176
8.70	1.767294
8.71	1.775385
8.72	1.783451
8.73	1.791490
8.74	1.799504
8.75	1.807493
8.76	1.815457
8.77	1.823397
8.78	1.831312
8.79	1.839203
8.80	1.847070
8.81	1.854914
8.82	1.862735
8.83	1.870533
8.84	1.878309
8.85	1.886061
8.86	1.893792
8.87	1.901501
8.88	1.909189
8.89	1.916855
8.90	1.924499
8.91	1.932123
8.92	1.939726
8.93	1.947309
8.94	1.954872
8.95	1.962414
8.96	1.969937
8.97	1.977440
8.98	1.984924
8.99	1.992388
9.00	1.999833
9.01	2.007260
9.02	2.014668
9.03	2.022058
9.04	2.029430
9.05	2.036783
9.06	2.044119
9.07	2.051437
9.08	2.058737
9.09	2.066020
9.10	2.073286
9.11	2.080535
9.12	2.087768
9.13	2.094983
9.14	2.102182
9.15	2.109365
9.16	2.116532
9.17	2.123683
9.18	2.130817
9.19	2.137937
9.20	2.145040
9.21	2.152128
9.22	2.159201
9.23	2.166259
9.24	2.173302
9.25	2.180330
9.26	2.187343
9.27	2.194342
9.28	2.201326
9.29	2.208296
9.30	2.215252
9.31	2.222193
9.32	2.229121
9.33	2.236035
9.34	2.242935
9.35	2.249822
9.36	2.256696
9.37	2.263556
9.38	2.270402
9.39	2.277236
9.40	2.284057
9.41	2.290865
9.42	2.297660
9.43	2.304442
9.44	2.311212
9.45	2.317969
9.46	2.324715
9.47	2.331447
9.48	2.338168
9.49	2.344877
9.50	2.351574
9.51	2.358259
9.52	2.364932
9.53	2.371593
9.54	2.378243
9.55	2.384882
9.56	2.391509
9.57	2.398125
9.58	2.404730
9.59	2.411324
9.60	2.417906
9.61	2.424478
9.62	2.431039
9.63	2.437589
9.64	2.444129
9.65	2.450658
9.66	2.457176
9.67	2.463684
9.68	2.470182
9.69	2.476669
9.70	2.483147
9.71	2.489614
9.72	2.496071
9.73	2.502518
9.74	2.508955
9.75	2.515383
9.76	2.521800
9.77	2.528209
9.78	2.534607
9.79	2.540996
9.80	2.547376
9.81	2.553746
9.82	2.560106
9.83	2.566458
9.84	2.572800
9.85	2.579134
9.86	2.585458
9.87	2.591773
9.88	2.598080
9.89	2.604377
9.90	2.610666
9.91	2.616946
9.92	2.623217
9.93	2.629479
9.94	2.635734
9.95	2.641979
9.96	2.648216
9.97	2.654445
9.98	2.660666
9.99	2.666878
10.00	2.673082
10.01	2.679278
10.02	2.685465
10.03	2.691645
10.04	2.697817
10.05	2.703981
10.06	2.710136
10.07	2.716285
10.08	2.722425
10.09	2.728557
10.10	2.734682
10.11	2.740800
10.12	2.746909
10.13	2.753011
10.14	2.759106
10.15	2.765193
10.16	2.771273
10.17	2.777346
10.18	2.783411
10.19	2.789469
10.20	2.795520
10.21	2.801563
10.22	2.807600
10.23	2.813629
10.24	2.819652
10.25	2.825667
10.26	2.831676
10.27	2.837677
10.28	2.843672
10.29	2.849660
10.30	2.855642
10.31	2.861616
10.32	2.867584
10.33	2.873545
10.34	2.879500
10.35	2.885448
10.36	2.891390
10.37	2.897325
10.38	2.903253
10.39	2.909176
10.40	2.915091
10.41	2.921001
10.42	2.926904
10.43	2.932801
10.44	2.938692
10.45	2.944577
10.46	2.950455
10.47	2.956328
10.48	2.962194
10.49	2.968054
10.50	2.973909
10.51	2.979757
10.52	2.985599
10.53	2.991436
10.54	2.997266
10.55	3.003091
10.56	3.008910
10.57	3.014724
10.58	3.020531
10.59	3.026333
10.60	3.032129
10.61	3.037920
10.62	3.043704
10.63	3.049484
10.64	3.055258
10.65	3.061026
10.66	3.066789
10.67	3.072546
10.68	3.078298
10.69	3.084045
10.70	3.089786
10.71	3.095522
10.72	3.101252
10.73	3.106978
10.74	3.112698
10.75	3.118413
10.76	3.124122
10.77	3.129827
10.78	3.135526
10.79	3.141220
10.80	3.146910
10.81	3.152594
10.82	3.158273
10.83	3.163947
10.84	3.169616
10.85	3.175280
10.86	3.180940
10.87	3.186594
10.88	3.192244
10.89	3.197888
10.90	3.203528
10.91	3.209163
10.92	3.214793
10.93	3.220419
10.94	3.226040
10.95	3.231656
10.96	3.237267
10.97	3.242874
10.98	3.248477
10.99	3.254074
11.00	3.259667
11.01	3.265256
11.02	3.270840
11.03	3.276419
11.04	3.281994
