6.749918e+002,9.490575e+001
6.788489e+002,9.486703e+001
6.827060e+002,9.482034e+001
6.865631e+002,9.476903e+001
6.904202e+002,9.470357e+001
6.942773e+002,9.464275e+001
6.981344e+002,9.458886e+001
7.019915e+002,9.453462e+001
7.058486e+002,9.449191e+001
7.097057e+002,9.443586e+001
7.135628e+002,9.439628e+001
7.174199e+002,9.438125e+001
7.212770e+002,9.435025e+001
7.251341e+002,9.429018e+001
7.289911e+002,9.422590e+001
7.328483e+002,9.417181e+001
7.367054e+002,9.413190e+001
7.405624e+002,9.409486e+001
7.444196e+002,9.405647e+001
7.482767e+002,9.401883e+001
7.521337e+002,9.397620e+001
7.559908e+002,9.393533e+001
7.598480e+002,9.389605e+001
7.637050e+002,9.386003e+001
7.675621e+002,9.383650e+001
7.714193e+002,9.382527e+001
7.752763e+002,9.380524e+001
7.791334e+002,9.377718e+001
7.829905e+002,9.376054e+001
7.868476e+002,9.375108e+001
7.907047e+002,9.373920e+001
7.945618e+002,9.373515e+001
7.984189e+002,9.372467e+001
8.022760e+002,9.369980e+001
8.061331e+002,9.369124e+001
8.099902e+002,9.369209e+001
8.138473e+002,9.368138e+001
8.177043e+002,9.366590e+001
8.215615e+002,9.365721e+001
8.254186e+002,9.364064e+001
8.292756e+002,9.362494e+001
8.331328e+002,9.363385e+001
8.369899e+002,9.363530e+001
8.408469e+002,9.362032e+001
8.447040e+002,9.362230e+001
8.485612e+002,9.364063e+001
8.524182e+002,9.364892e+001
8.562753e+002,9.365809e+001
8.601324e+002,9.367020e+001
8.639895e+002,9.367845e+001
8.678466e+002,9.368420e+001
8.717037e+002,9.369611e+001
8.755608e+002,9.370680e+001
8.794179e+002,9.371873e+001
8.832750e+002,9.372951e+001
8.871321e+002,9.374666e+001
8.909892e+002,9.377767e+001
8.948463e+002,9.381129e+001
8.987034e+002,9.384315e+001
9.025605e+002,9.387585e+001
9.064176e+002,9.391736e+001
9.102747e+002,9.396004e+001
9.141318e+002,9.399941e+001
9.179889e+002,9.404142e+001
9.218459e+002,9.408636e+001
9.257031e+002,9.413265e+001
9.295602e+002,9.416295e+001
9.334172e+002,9.419228e+001
9.372744e+002,9.422511e+001
9.411315e+002,9.424347e+001
9.449885e+002,9.425969e+001
9.488456e+002,9.428039e+001
9.527028e+002,9.428005e+001
9.565598e+002,9.427399e+001
9.604169e+002,9.428272e+001
9.642740e+002,9.428430e+001
9.681311e+002,9.427685e+001
9.719882e+002,9.426537e+001
9.758453e+002,9.425543e+001
9.797024e+002,9.424934e+001
9.835595e+002,9.424304e+001
9.874166e+002,9.424055e+001
9.912737e+002,9.423072e+001
9.951308e+002,9.422908e+001
9.989879e+002,9.422795e+001
1.002845e+003,9.423142e+001
1.006702e+003,9.424191e+001
1.010559e+003,9.424908e+001
1.014416e+003,9.426456e+001
1.018273e+003,9.427402e+001
1.022130e+003,9.427350e+001
1.025988e+003,9.428432e+001
1.029845e+003,9.428670e+001
1.033702e+003,9.427778e+001
1.037559e+003,9.426999e+001
1.041416e+003,9.425896e+001
1.045273e+003,9.424632e+001
1.049130e+003,9.423656e+001
1.052987e+003,9.421574e+001
1.056844e+003,9.419354e+001
1.060701e+003,9.418471e+001
1.064559e+003,9.418031e+001
1.068416e+003,9.415502e+001
1.072273e+003,9.413609e+001
1.076130e+003,9.412032e+001
1.079987e+003,9.410682e+001
1.083844e+003,9.408360e+001
1.087701e+003,9.406182e+001
1.091558e+003,9.405576e+001
1.095415e+003,9.404990e+001
1.099272e+003,9.403259e+001
1.103130e+003,9.400524e+001
1.106987e+003,9.397713e+001
1.110844e+003,9.395941e+001
1.114701e+003,9.395066e+001
1.118558e+003,9.393985e+001
1.122415e+003,9.392342e+001
1.126272e+003,9.391091e+001
1.130129e+003,9.389394e+001
1.133986e+003,9.387877e+001
1.137843e+003,9.386380e+001
1.141700e+003,9.385036e+001
1.145558e+003,9.384404e+001
1.149415e+003,9.383663e+001
1.153272e+003,9.382027e+001
1.157129e+003,9.379816e+001
1.160986e+003,9.379096e+001
1.164843e+003,9.379424e+001
1.168700e+003,9.379658e+001
1.172557e+003,9.378799e+001
1.176414e+003,9.377855e+001
1.180271e+003,9.377887e+001
1.184129e+003,9.377279e+001
1.187986e+003,9.375429e+001
1.191843e+003,9.374654e+001
1.195700e+003,9.374680e+001
1.199557e+003,9.374704e+001
1.203414e+003,9.374543e+001
1.207271e+003,9.374116e+001
1.211128e+003,9.373570e+001
1.214985e+003,9.373354e+001
1.218842e+003,9.373432e+001
1.222699e+003,9.373080e+001
1.226557e+003,9.372804e+001
1.230414e+003,9.372597e+001
1.234271e+003,9.372224e+001
1.238128e+003,9.372355e+001
1.241985e+003,9.372192e+001
1.245842e+003,9.372110e+001
1.249699e+003,9.372045e+001
1.253556e+003,9.371974e+001
1.257413e+003,9.372400e+001
1.261271e+003,9.373225e+001
1.265128e+003,9.373755e+001
1.268985e+003,9.374004e+001
1.272842e+003,9.375080e+001
1.276699e+003,9.376613e+001
1.280556e+003,9.377955e+001
1.284413e+003,9.378954e+001
1.288270e+003,9.380290e+001
1.292127e+003,9.381650e+001
1.295984e+003,9.382624e+001
1.299841e+003,9.383496e+001
1.303698e+003,9.384602e+001
1.307556e+003,9.385531e+001
1.311413e+003,9.386237e+001
1.315270e+003,9.387414e+001
1.319127e+003,9.388876e+001
1.322984e+003,9.389899e+001
1.326841e+003,9.390906e+001
1.330698e+003,9.392629e+001
1.334555e+003,9.393713e+001
1.338412e+003,9.395000e+001
1.342270e+003,9.396391e+001
1.346127e+003,9.396561e+001
1.349984e+003,9.397292e+001
1.353841e+003,9.398719e+001
1.357698e+003,9.400007e+001
1.361555e+003,9.400669e+001
1.365412e+003,9.400730e+001
1.369269e+003,9.400537e+001
1.373126e+003,9.399900e+001
1.376983e+003,9.400252e+001
1.380840e+003,9.400570e+001
1.384698e+003,9.399874e+001
1.388555e+003,9.400176e+001
1.392412e+003,9.400808e+001
1.396269e+003,9.401144e+001
1.400126e+003,9.401617e+001
1.403983e+003,9.401592e+001
1.407840e+003,9.402370e+001
1.411697e+003,9.402697e+001
1.415554e+003,9.403319e+001
1.419411e+003,9.405218e+001
1.423269e+003,9.405045e+001
1.427125e+003,9.404597e+001
1.430983e+003,9.405134e+001
1.434840e+003,9.405852e+001
1.438697e+003,9.404996e+001
1.442554e+003,9.404858e+001
1.446411e+003,9.405414e+001
1.450268e+003,9.405027e+001
1.454125e+003,9.404353e+001
1.457982e+003,9.405621e+001
1.461839e+003,9.404831e+001
1.465697e+003,9.403969e+001
1.469554e+003,9.403230e+001
1.473411e+003,9.402454e+001
1.477268e+003,9.401846e+001
1.481125e+003,9.400779e+001
1.484982e+003,9.399191e+001
1.488839e+003,9.398814e+001
1.492696e+003,9.400203e+001
1.496553e+003,9.401271e+001
1.500410e+003,9.400194e+001
1.504268e+003,9.398363e+001
1.508125e+003,9.399170e+001
1.511982e+003,9.398546e+001
1.515839e+003,9.398551e+001
1.519696e+003,9.398861e+001
1.523553e+003,9.396982e+001
1.527410e+003,9.394659e+001
1.531267e+003,9.393629e+001
1.535124e+003,9.393515e+001
1.538981e+003,9.393182e+001
1.542838e+003,9.392250e+001
1.546696e+003,9.392266e+001
1.550553e+003,9.391607e+001
1.554410e+003,9.390042e+001
1.558267e+003,9.392493e+001
1.562124e+003,9.395821e+001
1.565981e+003,9.395203e+001
1.569838e+003,9.395625e+001
1.573695e+003,9.396468e+001
1.577552e+003,9.397408e+001
1.581409e+003,9.396304e+001
1.585267e+003,9.395226e+001
1.589124e+003,9.395628e+001
1.592981e+003,9.395470e+001
1.596838e+003,9.395004e+001
1.600695e+003,9.394659e+001
1.604552e+003,9.394632e+001
1.608409e+003,9.395830e+001
1.612266e+003,9.395105e+001
1.616123e+003,9.394017e+001
1.619980e+003,9.394410e+001
1.623837e+003,9.395009e+001
1.627695e+003,9.394789e+001
1.631552e+003,9.394350e+001
